"","City","Scenario","Year","PE","Median","Lower","Upper"
"60","Atlanta","Ideal",2022,748.696069531756,763.980483899377,559.971780649294,968.00465966742
"61","Atlanta","Ideal",2023,630.794317961656,638.014110171702,452.621780655699,838.566518201806
"62","Atlanta","Ideal",2024,551.255127548611,557.764792254329,391.696944980356,745.627905048098
"63","Atlanta","Ideal",2025,496.8505960205,505.53993814105,350.771018998438,681.913238673317
"64","Atlanta","Ideal",2026,460.480941294645,470.069204897025,325.038212824947,637.955929822159
"65","Atlanta","Ideal",2027,436.135104091882,445.931990543777,306.864207406752,612.70417499263
"66","Atlanta","Ideal",2028,419.465384209761,429.5149029605,296.43859605059,598.795413707866
"67","Atlanta","Ideal",2029,407.608218006935,418.003261752987,287.379317950771,583.350144130822
"68","Atlanta","Ideal",2030,476.568426515973,493.627182203158,345.219700920827,706.880753693454
"69","Atlanta","Ideal",2031,606.20726924617,621.089639590458,442.074926533661,908.934537912055
"70","Atlanta","Ideal",2032,732.943878414022,748.621716333631,533.550003744519,1103.07394292805
"71","Atlanta","Ideal",2033,863.856469074843,879.958693083285,627.908693421107,1305.28511841554
"72","Atlanta","Ideal",2034,997.485455146223,1012.14857771106,729.912530741682,1502.56953414388
"73","Atlanta","Ideal",2035,1129.40639127791,1139.87164223801,824.200059970684,1701.86654619927
"74","Atlanta","Ideal",2036,1255.25200772344,1260.77673139324,915.959911406176,1901.39205056113
"75","Atlanta","Ideal",2037,1371.91633155704,1373.03003158705,996.479171846571,2079.09334112372
"76","Atlanta","Ideal",2038,1477.77987543962,1477.85127592397,1077.6216833675,2215.32398514951
"77","Atlanta","Ideal",2039,1572.49160791808,1574.25325961892,1147.90538554155,2351.03580088968
"78","Atlanta","Ideal",2040,1656.59579841057,1660.08988926503,1209.8702963681,2452.97397427071
"79","Baltimore","Status Quo",2015,516.283738673153,531.25697960007,463.05592079404,652.538084232528
"80","Baltimore","Status Quo",2016,523.84910058016,536.488320873681,467.640862986688,663.945901579977
"81","Baltimore","Status Quo",2017,522.229010295781,532.954355230338,462.994943360142,665.715593370962
"82","Baltimore","Status Quo",2018,518.725008896428,528.241171115243,455.053548262369,663.869161011754
"83","Baltimore","Status Quo",2019,516.412984288366,524.892326996961,447.729045954147,661.975607318614
"84","Baltimore","Status Quo",2020,515.274860714866,522.846780235413,440.472746565641,659.66827118029
"85","Baltimore","Status Quo",2021,515.273388120115,521.974790723211,434.404043067405,661.258145380289
"86","Baltimore","Status Quo",2022,516.309146606522,522.178154313337,428.472520471949,660.74641068445
"87","Baltimore","Status Quo",2023,518.251123897073,523.897290617357,426.464976318546,662.097708798259
"88","Baltimore","Status Quo",2024,520.968638390442,526.254664563317,425.422925505249,664.494637776996
"89","Baltimore","Status Quo",2025,524.346946316222,529.015489172852,424.054372937455,667.310713148085
"90","Baltimore","Status Quo",2026,528.291730456703,532.408946092698,423.11138487292,670.550397909698
"91","Baltimore","Status Quo",2027,532.728346049529,536.490864740213,422.244211824434,674.536720501727
"92","Baltimore","Status Quo",2028,537.599151689723,540.63121619511,421.720203683464,678.639468158684
"93","Baltimore","Status Quo",2029,542.860464541856,545.087329900453,422.767065149622,683.465833750823
"94","Baltimore","Status Quo",2030,548.479752641599,549.817149565866,425.113894533824,687.84105460798
"95","Baltimore","Status Quo",2031,554.433252103077,555.752045135036,428.705497233342,693.780603685164
"96","Baltimore","Status Quo",2032,560.704020511617,561.020460416207,433.100922360702,698.73233860235
"97","Baltimore","Status Quo",2033,567.280374897722,567.62649797133,436.780219709744,704.43024495246
"98","Baltimore","Status Quo",2034,574.154648175972,573.888485906597,440.185397312703,710.184882114918
"99","Baltimore","Status Quo",2035,581.322202051238,580.77329571864,444.000195132697,716.499002001086
"100","Baltimore","Status Quo",2036,588.780644066206,588.005749306063,447.983229564828,723.131548419893
"101","Baltimore","Status Quo",2037,596.529206635892,595.462679180109,453.571162886285,730.04512206212
"102","Baltimore","Status Quo",2038,604.568254744741,603.010476844733,458.60391223322,737.542387811382
"103","Baltimore","Status Quo",2039,612.898896108454,610.381027110326,462.087920050077,745.353328595406
"104","Baltimore","Status Quo",2040,621.522673198344,618.312261115787,466.029670618386,753.964978091793
"105","Baltimore","Documented",2015,516.283738673153,531.25697960007,463.05592079404,652.538084232528
"106","Baltimore","Documented",2016,523.84910058016,536.488320873681,467.640862986688,663.945901579977
"107","Baltimore","Documented",2017,522.229010295781,532.954355230338,462.994943360142,665.715593370962
"108","Baltimore","Documented",2018,518.725008896428,528.241171115243,455.053548262369,663.869161011754
"109","Baltimore","Documented",2019,516.412984288366,524.892326996961,447.729045954147,661.975607318614
"110","Baltimore","Documented",2020,509.37728520209,516.93947833224,435.508586219626,652.47489954447
"111","Baltimore","Documented",2021,469.848969210027,476.862499633475,394.275350430966,608.767939660231
"112","Baltimore","Documented",2022,417.879006764867,424.589585758235,340.549227520634,550.840509637691
"113","Baltimore","Documented",2023,379.800723700786,386.940575039293,299.631112634961,509.96359011931
"114","Baltimore","Documented",2024,351.912938142222,358.679217754107,268.824491654629,479.713644712217
