"","City","Scenario","Year","PE","Median","Lower","Upper"
"46","Atlanta","Documented",2034,1500.10392035812,1517.10670979445,1135.7319179053,2188.58262625078
"47","Atlanta","Documented",2035,1571.82070632955,1590.48418528508,1198.74794249418,2292.22785433983
"48","Atlanta","Documented",2036,1636.20419773817,1655.40690264588,1255.80418230506,2383.22535881388
"49","Atlanta","Documented",2037,1694.16169739849,1715.1763815124,1307.39384450517,2464.59247879793
"50","Atlanta","Documented",2038,1746.66340125868,1769.61737046215,1352.90591728232,2549.06916297666
"51","Atlanta","Documented",2039,1794.65560036348,1818.48958797073,1397.81391529592,2619.78251684544
"52","Atlanta","Documented",2040,1839.0096763431,1863.27373836545,1435.42398983763,2683.66878366295
"53","Atlanta","Ideal",2015,1687.77136882435,1697.58250794309,1479.70083255295,2052.11317078991
"54","Atlanta","Ideal",2016,1667.63254486164,1676.59347941786,1447.85113877258,2010.68241743661
"55","Atlanta","Ideal",2017,1637.45594694172,1645.48890202739,1408.09637887345,1982.79316724607
"56","Atlanta","Ideal",2018,1611.36133925066,1620.84807158966,1375.69136512808,1976.45651451275
"57","Atlanta","Ideal",2019,1593.71842355303,1602.96115858196,1349.42094428108,1981.18333503156
"58","Atlanta","Ideal",2020,1563.11839725336,1571.6246674597,1315.99345427362,1949.73630407199
"59","Atlanta","Ideal",2021,1191.27850926374,1206.60646395923,982.243262317189,1464.7118971208
