"","V1","V2","V3","V4","V5","V6"
"1",0.551303631384727,0.0739183257313173,0.364877052784945,0.00271441900173375,0.00167747381156199,0.00550909728571417
"2",0.386803011861936,0.286617474407843,0.316678523631211,0.00271441900173375,0.00167747381156199,0.00550909728571417
"3",0.471670979872009,0.0782300289896709,0.44019800103931,0.00271441900173375,0.00167747381156199,0.00550909728571417
"4",0.00498899840872105,0.00082746131688996,0.00408453037339889,0.348112137020534,0.14985118104957,0.492135691830886
"5",0.00498899840872105,0.00082746131688996,0.00408453037339889,0.210452150774496,0.35251995946069,0.427126899665804
"6",0.00498899840872105,0.00082746131688996,0.00408453037339889,0.256627195569535,0.158592096366675,0.57487971796478
